watchFile-1657814017779.sol,watchFile-1657814017779,solc-version,^0.8.0,Pragma version^0.8.0 (../bwd_send/bwd/bwd/solidity_files/watchFile-1657814017779.sol#1) allows old versions,1,Informational,High,"['Greeting', 'booking']",slither
watchFile-1657814280901.sol,watchFile-1657814280901,solc-version,^0.8.0,Pragma version^0.8.0 (../bwd_send/bwd/bwd/solidity_files/watchFile-1657814280901.sol#1) allows old versions,1,Informational,High,"['Greeting', 'booking']",slither
watchFile-1657814719060.sol,watchFile-1657814719060,solc-version,^0.8.0,Pragma version^0.8.0 (../bwd_send/bwd/bwd/solidity_files/watchFile-1657814719060.sol#9) allows old versions,9,Informational,High,"['AbstractSecurityCoin', 'CloudSecurityToken']",slither
watchFile-1657814781888.sol,watchFile-1657814781888,solc-version,^0.8.0,Pragma version^0.8.0 (../bwd_send/bwd/bwd/solidity_files/watchFile-1657814781888.sol#2) allows old versions,2,Informational,High,"['AbstractSecurityCoin', 'CloudSecurityToken']",slither
